## Mon Dec  5 20:47:01 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0002505.UP000070043_KXH75065.1	1034347.CAHJ01000040_gene4453	2.78e-31	124.0	28JAJ@1|root,2Z95C@2|Bacteria,1UBFJ@1239|Firmicutes,4HFHZ@91061|Bacilli,1ZE0Y@1386|Bacillus	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002506.UP000070043_KXH75375.1	456442.Mboo_0647	8.99e-30	112.0	COG4741@1|root,arCOG05252@2157|Archaea	2157|Archaea	F	related to archaeal Holliday junction resolvase	-	-	-	-	-	-	-	-	-	-	-	-	Endonuc_Holl
OG0002526.UP000070043_KXH77421.1	243164.DET0017	7.96e-12	61.6	2BQDM@1|root,32J8W@2|Bacteria,2GB0B@200795|Chloroflexi,34DPG@301297|Dehalococcoidia	301297|Dehalococcoidia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002527.UP000070043_KXH77618.1	485913.Krac_0437	9.21e-71	225.0	COG0842@1|root,COG0842@2|Bacteria,2G6H9@200795|Chloroflexi	200795|Chloroflexi	V	Transport permease protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
OG0002544.UP000070149_KXH70413.1	693661.Arcve_1105	6.43e-150	435.0	COG1759@1|root,arCOG04346@2157|Archaea,2XUFR@28890|Euryarchaeota,246UQ@183980|Archaeoglobi	183980|Archaeoglobi	F	IMP biosynthesis enzyme PurP domain protein	-	-	6.3.4.23	ko:K06863	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R06975	RC00263,RC00323	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF1246,DUF1297
OG0002554.UP000070149_KXH73048.1	868131.MSWAN_1349	2.23e-25	100.0	arCOG05401@1|root,arCOG05401@2157|Archaea	2157|Archaea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002557.UP000070149_KXH74828.1	926569.ANT_22130	5.48e-161	483.0	COG2730@1|root,COG2730@2|Bacteria	2|Bacteria	G	polysaccharide catabolic process	-	-	3.2.1.123	ko:K05991	-	-	-	-	ko00000,ko01000	-	GH5	-	Cellulase
OG0002564.UP000185561_OLS31723.1	749414.SBI_03167	1.26e-22	102.0	COG0476@1|root,COG0476@2|Bacteria,2HQ2F@201174|Actinobacteria	201174|Actinobacteria	H	PFAM UBA THIF-type NAD FAD binding protein	moeY	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016829,GO:0016835,GO:0016836,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0061503,GO:0061504,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360	-	-	-	-	-	-	-	-	-	-	Nitroreductase,ThiF
OG0002567.UP000186063_OLS19758.1	436114.SYO3AOP1_0801	1.12e-07	61.6	COG0077@1|root,COG1605@1|root,COG0077@2|Bacteria,COG1605@2|Bacteria,2G3JS@200783|Aquificae	200783|Aquificae	E	Prephenate dehydratase	pheA	GO:0003674,GO:0003824,GO:0004664,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0019438,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223	4.2.1.51,5.4.99.5	ko:K14170	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R00691,R01373,R01715	RC00360,RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,CM_2,PDT
OG0002576.UP000186063_OLS27872.1	484019.THA_1991	2.5e-30	112.0	2E86F@1|root,332JU@2|Bacteria,2GE79@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002577.UP000186063_OLS27892.1	1121364.ATVG01000008_gene562	7.05e-09	63.5	COG1814@1|root,COG1814@2|Bacteria,2GIZ3@201174|Actinobacteria,22KBG@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	VIT1
OG0002578.UP000186209_OLS20196.1	1385510.N781_09750	1.26e-10	65.5	28IGK@1|root,2Z8I1@2|Bacteria,1VS1R@1239|Firmicutes,4HUED@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002579.UP000186209_OLS22557.1	880072.Desac_2573	5.21e-58	190.0	COG0512@1|root,COG0512@2|Bacteria,1MV5Y@1224|Proteobacteria,42QQE@68525|delta/epsilon subdivisions,2WNC3@28221|Deltaproteobacteria,2MRKJ@213462|Syntrophobacterales	28221|Deltaproteobacteria	EH	TIGRFAM glutamine amidotransferase of anthranilate synthase	-	-	4.1.3.27	ko:K01658	ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025	M00023	R00985,R00986	RC00010,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
OG0002580.UP000186209_OLS23052.1	439481.Aboo_1297	3.38e-34	124.0	COG0315@1|root,arCOG01530@2157|Archaea,2XWHQ@28890|Euryarchaeota,3F30M@33867|unclassified Euryarchaeota	28890|Euryarchaeota	H	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)	moaC	-	4.6.1.17	ko:K03637	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R11372	RC03425	ko00000,ko00001,ko01000	-	-	-	MoaC
OG0002582.UP000186209_OLS26480.1	109760.SPPG_00506T0	1.31e-154	457.0	COG0696@1|root,KOG4513@2759|Eukaryota,38EUC@33154|Opisthokonta,3NV3T@4751|Fungi	4751|Fungi	G	phosphoglycerate mutase	-	-	5.4.2.12	ko:K15633	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000	-	-	-	Metalloenzyme,Phosphodiest,iPGM_N
OG0002585.UP000186239_OLS31184.1	926569.ANT_22400	1.96e-178	530.0	COG3533@1|root,COG3533@2|Bacteria,2G7X9@200795|Chloroflexi	200795|Chloroflexi	S	COGs COG3533 conserved	-	-	-	ko:K09955	-	-	-	-	ko00000	-	-	-	Glyco_hydro_127
OG0002586.UP000186239_OLS32225.1	1209989.TepiRe1_2546	1.85e-62	204.0	COG1168@1|root,COG1168@2|Bacteria,1TP5G@1239|Firmicutes,248AY@186801|Clostridia,42F52@68295|Thermoanaerobacterales	186801|Clostridia	E	Aminotransferase class I and II	patB	-	4.4.1.8	ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	-	R00782,R01286,R02408,R04941	RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
OG0002591.UP000245584_PWI46513.1	700598.Niako_3494	1.03e-134	396.0	COG3525@1|root,COG3525@2|Bacteria,4NGV2@976|Bacteroidetes,1IRPA@117747|Sphingobacteriia	976|Bacteroidetes	G	Glycosyl hydrolase family 20, catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_20
OG0002592.UP000245584_PWI46782.1	316067.Geob_3604	5.61e-76	234.0	COG0563@1|root,COG0563@2|Bacteria,1MXCZ@1224|Proteobacteria,42M8E@68525|delta/epsilon subdivisions,2WJH0@28221|Deltaproteobacteria,43SF2@69541|Desulfuromonadales	28221|Deltaproteobacteria	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	adk	GO:0003674,GO:0003824,GO:0004017,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009165,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901576	2.7.4.3	ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	M00049	R00127,R01547,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ADK,ADK_lid
OG0002595.UP000274362_RLI48865.1	178306.PAE1894	5.3e-30	111.0	COG2250@1|root,arCOG01191@2157|Archaea	2157|Archaea	F	PFAM HEPN domain	-	-	-	-	-	-	-	-	-	-	-	-	HEPN
OG0002630.UP000317027_TFG07643.1	1209989.TepiRe1_2169	2.12e-37	141.0	COG4279@1|root,COG4279@2|Bacteria,1UZH3@1239|Firmicutes,24DEV@186801|Clostridia	186801|Clostridia	L	zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	SWIM
OG0002631.UP000317027_TFG08183.1	180332.JTGN01000005_gene2930	1.01e-190	547.0	COG3669@1|root,COG3669@2|Bacteria,1U9XH@1239|Firmicutes,24DER@186801|Clostridia	186801|Clostridia	G	Alpha-L-fucosidase	-	-	-	-	-	-	-	-	-	-	-	-	Alpha_L_fucos
OG0002641.UP000070043_KXH71289.1	883.DvMF_0785	3.65e-11	63.2	2E8UW@1|root,3335A@2|Bacteria,1N8I8@1224|Proteobacteria,42WSF@68525|delta/epsilon subdivisions,2WRK4@28221|Deltaproteobacteria,2ME1R@213115|Desulfovibrionales	28221|Deltaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002646.UP000070043_KXH73360.1	76636.JOEC01000004_gene1425	7.39e-16	80.5	COG2030@1|root,COG2030@2|Bacteria,2IFCJ@201174|Actinobacteria,4FP31@85023|Microbacteriaceae	201174|Actinobacteria	I	MaoC like domain	hadB	-	-	-	-	-	-	-	-	-	-	-	MaoC_dehydratas
OG0002658.UP000070043_KXH75928.1	1536770.R50345_19705	2.71e-28	106.0	2DQ0X@1|root,3349W@2|Bacteria,1U9KJ@1239|Firmicutes,4IJS1@91061|Bacilli,272IP@186822|Paenibacillaceae	91061|Bacilli	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
OG0002659.UP000070043_KXH75963.1	572479.Hprae_0499	1.76e-86	275.0	COG2407@1|root,COG2407@2|Bacteria,1TPEK@1239|Firmicutes,24BY2@186801|Clostridia	186801|Clostridia	G	Converts the aldose L-fucose into the corresponding ketose L-fuculose	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002662.UP000070043_KXH76840.1	1219581.HMPREF1628_02310	2.79e-37	134.0	COG0717@1|root,COG0717@2|Bacteria,2GKQQ@201174|Actinobacteria,4D3KA@85005|Actinomycetales	201174|Actinobacteria	F	Belongs to the dCTP deaminase family	dcd	GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429	3.5.4.13	ko:K01494	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325	RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	DCD
OG0002672.UP000070149_KXH71087.1	1540257.JQMW01000009_gene3474	5.34e-34	121.0	COG0454@1|root,COG0456@2|Bacteria,1VCRG@1239|Firmicutes,24HS4@186801|Clostridia,36JB9@31979|Clostridiaceae	186801|Clostridia	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
OG0002685.UP000070149_KXH74185.1	251221.35214285	7.06e-12	67.0	COG0707@1|root,COG0707@2|Bacteria,1G665@1117|Cyanobacteria	1117|Cyanobacteria	M	PFAM Oligosaccharide biosynthesis protein Alg14 like	-	-	-	-	-	-	-	-	-	-	-	-	Alg14
OG0002686.UP000070149_KXH74540.1	379731.PST_2876	1.09e-86	290.0	COG3882@1|root,COG3882@2|Bacteria,1PNPC@1224|Proteobacteria,1RSDT@1236|Gammaproteobacteria,1Z0VH@136846|Pseudomonas stutzeri group	1236|Gammaproteobacteria	Q	enzyme involved in methoxymalonyl-ACP biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
OG0002687.UP000070149_KXH74545.1	1094980.Mpsy_1437	4.83e-17	76.3	COG0441@1|root,arCOG00401@2157|Archaea,2Y4U7@28890|Euryarchaeota,2NB51@224756|Methanomicrobia	224756|Methanomicrobia	J	Archaea-specific editing domain of threonyl-tRNA synthetase	-	-	-	-	-	-	-	-	-	-	-	-	tRNA-Thr_ED
OG0002690.UP000185561_OLS29846.1	1448389.BAVQ01000070_gene2284	6.45e-56	189.0	COG5621@1|root,COG5621@2|Bacteria,2GNHM@201174|Actinobacteria	201174|Actinobacteria	S	secreted hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	CrtC
OG0002691.UP000185561_OLS30888.1	644281.MFS40622_0525	1.08e-69	225.0	COG0121@1|root,arCOG07614@1|root,arCOG03639@2157|Archaea,arCOG07614@2157|Archaea,2XXMS@28890|Euryarchaeota	28890|Euryarchaeota	K	glutamine amidotransferase	-	-	-	-	-	-	-	-	-	-	-	-	GATase_4
OG0002695.UP000186063_OLS16928.1	941449.dsx2_0381	1.07e-15	71.6	COG1724@1|root,COG1724@2|Bacteria,1Q088@1224|Proteobacteria,43EKT@68525|delta/epsilon subdivisions,2X10R@28221|Deltaproteobacteria,2MDYI@213115|Desulfovibrionales	28221|Deltaproteobacteria	N	HicA toxin of bacterial toxin-antitoxin,	-	-	-	-	-	-	-	-	-	-	-	-	HicA_toxin
OG0002700.UP000186063_OLS24605.1	658187.LDG_5060	2.63e-190	552.0	COG1960@1|root,COG1960@2|Bacteria,1MU20@1224|Proteobacteria,1RN7X@1236|Gammaproteobacteria,1JCZW@118969|Legionellales	118969|Legionellales	I	Acyl-CoA dehydrogenase, middle domain	aidB	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M
OG0002702.UP000186063_OLS24904.1	1120951.AUBG01000012_gene1565	2.74e-30	125.0	COG0464@1|root,COG0464@2|Bacteria,4NH44@976|Bacteroidetes,1I1EH@117743|Flavobacteriia	976|Bacteroidetes	O	AAA ATPase, central domain protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA
OG0002703.UP000186063_OLS27085.1	456320.Mvol_0356	9.31e-104	308.0	COG0708@1|root,arCOG02207@2157|Archaea,2XVJ5@28890|Euryarchaeota,23QN3@183939|Methanococci	183939|Methanococci	L	PFAM Endonuclease exonuclease phosphatase	-	-	3.1.11.2	ko:K01142	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exo_endo_phos
OG0002709.UP000228988_MBS86230.1	1033810.HLPCO_001631	1.15e-21	86.7	COG2314@1|root,COG2314@2|Bacteria,2NRTY@2323|unclassified Bacteria	2|Bacteria	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	TM2
OG0002712.UP000265899_RDE13580.1	926569.ANT_28640	0.0	1249.0	COG3459@1|root,COG3459@2|Bacteria	2|Bacteria	G	carbohydrate binding	cbpA	-	2.4.1.20	ko:K00702	ko00500,ko01100,map00500,map01100	-	R00952	RC00049	ko00000,ko00001,ko01000	-	GT36	-	Glyco_hydro_36,Glyco_transf_36
OG0002713.UP000265899_RDE15358.1	903818.KI912269_gene285	1.78e-65	229.0	COG0277@1|root,COG0277@2|Bacteria	2|Bacteria	C	FAD linked oxidase domain protein	-	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	BBE,FAD_binding_4
OG0002715.UP000274362_RLI47846.1	504728.K649_14070	9.55e-31	117.0	COG1082@1|root,COG1082@2|Bacteria,1WKRX@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	G	Xylose isomerase domain protein TIM barrel	-	-	5.1.3.30,5.1.3.31	ko:K18910	-	-	R10817,R10818	RC03111,RC03283	ko00000,ko01000	-	-	-	AP_endonuc_2
OG0002734.UP000315741_TFF93054.1	666684.AfiDRAFT_2879	6.35e-45	161.0	COG0644@1|root,COG0644@2|Bacteria,1QM8G@1224|Proteobacteria,2TV3N@28211|Alphaproteobacteria,3K6U2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	FAD dependent oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	FAD_oxidored
OG0002746.UP000315921_TFG03224.1	56107.Cylst_5450	1.46e-27	105.0	COG2940@1|root,COG2940@2|Bacteria,1GDSA@1117|Cyanobacteria,1HP1B@1161|Nostocales	1117|Cyanobacteria	S	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	-	-	-	ko:K07117	-	-	-	-	ko00000	-	-	-	SET
OG0002750.UP000317027_TFG01914.1	306281.AJLK01000154_gene1898	7.69e-166	494.0	COG2936@1|root,COG2936@2|Bacteria,1G1U8@1117|Cyanobacteria	1117|Cyanobacteria	S	X-Pro dipeptidyl-peptidase (S15 family)	-	-	-	ko:K06978	-	-	-	-	ko00000	-	-	-	PepX_C,Peptidase_S15
OG0002755.UP000317027_TFG06574.1	439235.Dalk_1744	2.81e-37	137.0	COG1600@1|root,COG1600@2|Bacteria,1RAYI@1224|Proteobacteria,42R4W@68525|delta/epsilon subdivisions,2WK0B@28221|Deltaproteobacteria,2MJVT@213118|Desulfobacterales	28221|Deltaproteobacteria	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002757.UP000317027_TFG06775.1	545693.BMQ_1957	6.98e-83	259.0	COG0679@1|root,COG0679@2|Bacteria,1V0ZS@1239|Firmicutes,4HFI1@91061|Bacilli,1ZDFZ@1386|Bacillus	91061|Bacilli	S	Membrane transport protein	XK27_04815	-	-	ko:K07088	-	-	-	-	ko00000	-	-	-	Mem_trans
OG0002761.UP000317027_TFG08970.1	386456.JQKN01000002_gene2765	1.88e-117	348.0	COG1683@1|root,arCOG04848@2157|Archaea,2XV91@28890|Euryarchaeota	28890|Euryarchaeota	S	Protein of unknown function (DUF1722)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1722,DUF523
OG0002773.UP000070043_KXH72000.1	1121403.AUCV01000002_gene470	1.81e-91	312.0	COG0543@1|root,COG1034@1|root,COG3383@1|root,COG0543@2|Bacteria,COG1034@2|Bacteria,COG3383@2|Bacteria,1P8MN@1224|Proteobacteria	1224|Proteobacteria	C	NADH-quinone oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Fer2_4,Molybdop_Fe4S4,Molybdopterin,NADH-G_4Fe-4S_3
OG0002774.UP000070043_KXH73567.1	285535.JOEY01000002_gene4943	1.06e-112	340.0	COG0457@1|root,COG0457@2|Bacteria,2I7P1@201174|Actinobacteria	201174|Actinobacteria	S	Domain of unknown function (DUF4037)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4037,TPR_12
OG0002777.UP000070043_KXH74359.1	1077285.AGDG01000022_gene1165	4.92e-37	127.0	2E4R1@1|root,32ZJK@2|Bacteria,4NT8J@976|Bacteroidetes,2FU1N@200643|Bacteroidia,4ARAJ@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	YgbA_NO
OG0002781.UP000070043_KXH76113.1	1410665.JNKR01000001_gene587	2.5e-42	171.0	COG1138@1|root,COG1138@2|Bacteria,1UH6S@1239|Firmicutes,4H2Y6@909932|Negativicutes	909932|Negativicutes	O	cytochrome c-type biogenesis protein CcmF	ccmF	-	-	ko:K02198	-	-	-	-	ko00000,ko02000	9.B.14.1	-	-	CcmF_C,Cytochrom_C_asm
OG0002795.UP000070043_KXH77820.1	472759.Nhal_3535	1.29e-29	112.0	COG0748@1|root,COG0748@2|Bacteria,1N6EJ@1224|Proteobacteria	1224|Proteobacteria	P	Pfam Pyridoxamine 5'-phosphate	-	-	-	-	-	-	-	-	-	-	-	-	Putative_PNPOx
OG0002796.UP000070043_KXH77933.1	192952.MM_2605	1.51e-16	75.1	COG2026@1|root,arCOG01665@2157|Archaea	2157|Archaea	DJ	PFAM plasmid stabilization system	-	-	-	ko:K06218	-	-	-	-	ko00000,ko02048	-	-	-	ParE_toxin
OG0002799.UP000070149_KXH70386.1	349161.Dred_1636	3.39e-101	306.0	COG0327@1|root,COG0327@2|Bacteria,1UK7Y@1239|Firmicutes,248IP@186801|Clostridia,260W5@186807|Peptococcaceae	186801|Clostridia	S	PFAM NIF3 (NGG1p interacting factor 3)	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002800.UP000070149_KXH70414.1	453591.Igni_0442	8.15e-94	289.0	COG1759@1|root,arCOG04346@2157|Archaea,2XPSG@28889|Crenarchaeota	28889|Crenarchaeota	F	Catalyzes the ATP- and formate-dependent formylation of 5-aminoimidazole-4-carboxamide-1-beta-d-ribofuranosyl 5'- monophosphate (AICAR) to 5-formaminoimidazole-4-carboxamide-1- beta-d-ribofuranosyl 5'-monophosphate (FAICAR) in the absence of folates	purP	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016874,GO:0016879,GO:0016881,GO:0043774,GO:0044424,GO:0044464	6.3.4.23	ko:K06863	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R06975	RC00263,RC00323	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF1246,DUF1297
OG0002806.UP000070149_KXH71569.1	211165.AJLN01000088_gene2610	5.93e-81	252.0	COG2746@1|root,COG2746@2|Bacteria,1G6E6@1117|Cyanobacteria	1117|Cyanobacteria	V	Aminoglycoside 3-N-acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Antibiotic_NAT
OG0002816.UP000070149_KXH73463.1	646529.Desaci_2459	2.8e-70	216.0	COG0242@1|root,COG0242@2|Bacteria,1V41Q@1239|Firmicutes,24I9S@186801|Clostridia	186801|Clostridia	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	-	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
OG0002824.UP000070599_KXH73458.1	28229.ND2E_1885	8.83e-24	97.4	COG5017@1|root,COG5017@2|Bacteria	2|Bacteria	T	Glycosyltransferase family 28 C-terminal domain	pssE	-	-	-	-	-	-	-	-	-	-	-	Glyco_tran_28_C
OG0002829.UP000186063_OLS19755.1	573063.Metin_0353	6.08e-46	162.0	COG0077@1|root,arCOG00255@2157|Archaea,2XTAI@28890|Euryarchaeota,23QSK@183939|Methanococci	183939|Methanococci	E	PFAM Prephenate dehydratase	pheA	GO:0003674,GO:0003824,GO:0004664,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0019438,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223	4.2.1.51	ko:K04518	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024	R00691,R01373	RC00360	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,PDT
OG0002831.UP000186063_OLS20321.1	661478.OP10G_2518	8.8e-143	410.0	COG2897@1|root,COG2897@2|Bacteria	2|Bacteria	P	thiosulfate sulfurtransferase activity	sseA	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
OG0002837.UP000186063_OLS27289.1	545697.HMPREF0216_02129	6.28e-106	324.0	COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,248AH@186801|Clostridia,36DRG@31979|Clostridiaceae	186801|Clostridia	E	amidohydrolase	cpsA	-	-	ko:K01436	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
OG0002854.UP000279561_RLI72553.1	1121946.AUAX01000022_gene3840	1.18e-74	236.0	2DBF0@1|root,2Z8VT@2|Bacteria,2I88D@201174|Actinobacteria,4DIBF@85008|Micromonosporales	201174|Actinobacteria	S	3-oxo-5-alpha-steroid 4-dehydrogenase	-	-	1.3.1.22	ko:K12343	ko00140,map00140	-	R02208,R02497,R08954,R10242	RC00145	ko00000,ko00001,ko01000	-	-	-	Steroid_dh
OG0002865.UP000315391_TFF98784.1	32057.KB217478_gene3985	3.78e-26	100.0	2AJ2R@1|root,319M2@2|Bacteria,1G5U2@1117|Cyanobacteria,1HNQ2@1161|Nostocales	1117|Cyanobacteria	S	TIGRFAM conserved	-	-	-	-	-	-	-	-	-	-	-	-	Lin0512_fam
OG0002871.UP000315475_TFF86067.1	439235.Dalk_5164	2.08e-41	146.0	2FCUT@1|root,344XR@2|Bacteria,1P20K@1224|Proteobacteria,4320S@68525|delta/epsilon subdivisions,2WWIJ@28221|Deltaproteobacteria	28221|Deltaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
