## Tue May 28 12:57:38 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0000712.UP000321408_QEE15069.1	591019.Shell_0022	2.69e-26	100.0	COG2139@1|root,arCOG04129@2157|Archaea,2XQR1@28889|Crenarchaeota	28889|Crenarchaeota	J	Belongs to the eukaryotic ribosomal protein eL21 family	rpl21e	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02889	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21e
OG0000714.UP000321408_QEE15084.1	313628.LNTAR_15692	8.19e-50	188.0	COG0322@1|root,COG0322@2|Bacteria	2|Bacteria	L	excinuclease ABC activity	uvrC	GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391	-	ko:K03703	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	DUF4837,GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N
OG0000717.UP000321408_QEE15093.1	439481.Aboo_1527	2.5e-43	146.0	COG0432@1|root,arCOG04214@2157|Archaea,2XYW0@28890|Euryarchaeota,3F3BR@33867|unclassified Euryarchaeota	28890|Euryarchaeota	S	Uncharacterised protein family UPF0047	-	-	-	-	-	-	-	-	-	-	-	-	UPF0047
OG0000718.UP000321408_QEE15095.1	99158.XP_008882380.1	3.21e-118	363.0	COG0201@1|root,KOG1373@2759|Eukaryota,3Y9GN@5794|Apicomplexa,3YIXE@5796|Coccidia,3YV0B@5809|Sarcocystidae	5794|Apicomplexa	U	Plug domain of Sec61p	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K10956	ko03060,ko04141,ko04145,ko05110,map03060,map04141,map04145,map05110	M00401	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.4,3.A.5.8,3.A.5.9	-	-	Plug_translocon,SecY
OG0000719.UP000321408_QEE15105.1	323259.Mhun_2282	1.87e-66	212.0	COG0638@1|root,arCOG00971@2157|Archaea,2XUKA@28890|Euryarchaeota,2N98W@224756|Methanomicrobia	224756|Methanomicrobia	O	Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation	psmA	GO:0000502,GO:0005575,GO:0005622,GO:0005623,GO:0005839,GO:0019773,GO:0032991,GO:0044424,GO:0044464,GO:1902494,GO:1905368,GO:1905369	3.4.25.1	ko:K03432	ko03050,map03050	M00342,M00343	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko03051	-	-	-	Proteasome,Proteasome_A_N
OG0000721.UP000321408_QEE15121.1	648996.Theam_1234	1.3e-91	281.0	COG0489@1|root,COG0489@2|Bacteria,2G3W5@200783|Aquificae	200783|Aquificae	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	ParA
OG0000722.UP000321408_QEE15122.1	985053.VMUT_0969	6.69e-17	83.6	COG2129@1|root,arCOG01145@2157|Archaea,2XQYI@28889|Crenarchaeota	28889|Crenarchaeota	S	Metallophosphoesterase, calcineurin superfamily	-	-	-	ko:K07096	-	-	-	-	ko00000	-	-	-	Metallophos_2
OG0000723.UP000321408_QEE15148.1	909663.KI867151_gene3155	7.37e-59	192.0	COG0491@1|root,COG0491@2|Bacteria,1P5NJ@1224|Proteobacteria,42SWC@68525|delta/epsilon subdivisions,2WPQZ@28221|Deltaproteobacteria,2MRK0@213462|Syntrophobacterales	28221|Deltaproteobacteria	S	Beta-lactamase superfamily domain	-	-	3.5.2.6	ko:K17837	ko01501,map01501	-	R06363	RC01499	ko00000,ko00001,ko01000	-	-	-	Lactamase_B
OG0000724.UP000321408_QEE15160.1	186497.PF0668	8.36e-40	136.0	COG0251@1|root,arCOG01630@2157|Archaea,2XXUZ@28890|Euryarchaeota,244C0@183968|Thermococci	183968|Thermococci	J	Endoribonuclease L-PSP	-	GO:0003674,GO:0003824,GO:0016787,GO:0019239	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
OG0000726.UP000321408_QEE15162.1	927704.SELR_15070	2.46e-15	79.0	COG0546@1|root,COG0546@2|Bacteria,1V6UK@1239|Firmicutes,4H4FQ@909932|Negativicutes	909932|Negativicutes	S	Haloacid dehalogenase-like hydrolase	-	-	3.1.3.18	ko:K01091	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
OG0000727.UP000321408_QEE15165.1	5759.rna_EHI_188890-1	5.47e-12	64.7	KOG3276@1|root,KOG3276@2759|Eukaryota,3X9F8@554915|Amoebozoa	554915|Amoebozoa	S	DUF167	-	-	-	ko:K09131	-	-	-	-	ko00000	-	-	-	DUF167
OG0000733.UP000321408_QEE15210.1	693661.Arcve_0650	4.05e-76	233.0	COG1592@1|root,arCOG01097@2157|Archaea,2XWSA@28890|Euryarchaeota	28890|Euryarchaeota	C	PFAM Rubrerythrin	rbr-1	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
OG0000735.UP000321408_QEE15218.1	546267.NEIPOLOT_02395	9.92e-50	179.0	COG0318@1|root,COG0318@2|Bacteria,1MU6G@1224|Proteobacteria,2VI0I@28216|Betaproteobacteria,2KPZF@206351|Neisseriales	206351|Neisseriales	IQ	AMP-binding enzyme	fadD	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding,AMP-binding_C
OG0000737.UP000321408_QEE15222.1	1121342.AUCO01000027_gene1256	2.11e-81	256.0	COG0017@1|root,COG0017@2|Bacteria,1UFEI@1239|Firmicutes,24EYB@186801|Clostridia,36GED@31979|Clostridiaceae	186801|Clostridia	J	tRNA synthetases class II (D, K and N)	-	-	6.1.1.22	ko:K01893	ko00970,map00970	M00359,M00360	R03648	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2
OG0000738.UP000321408_QEE15223.1	2325.TKV_c02190	5.65e-105	318.0	COG2008@1|root,COG2008@2|Bacteria,1TPZI@1239|Firmicutes,25J0X@186801|Clostridia,42F6Z@68295|Thermoanaerobacterales	186801|Clostridia	E	aromatic amino acid beta-eliminating lyase threonine aldolase	ltaA	-	4.1.2.48	ko:K01620	ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230	-	R00751,R06171	RC00312,RC00372	ko00000,ko00001,ko01000	-	-	-	Beta_elim_lyase
OG0000739.UP000321408_QEE15227.1	760011.Spico_1067	4.64e-135	404.0	COG2211@1|root,COG2211@2|Bacteria,2JAUS@203691|Spirochaetes	203691|Spirochaetes	G	PFAM Major Facilitator Superfamily	-	-	-	ko:K03292	-	-	-	-	ko00000	2.A.2	-	-	MFS_2
OG0000740.UP000321408_QEE15233.1	1042209.HK44_003460	2.79e-86	267.0	COG1752@1|root,COG1752@2|Bacteria,1MX8Y@1224|Proteobacteria,1RUPZ@1236|Gammaproteobacteria,1YRS6@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
OG0000741.UP000321408_QEE15241.1	868864.Dester_1327	5.56e-138	412.0	COG0215@1|root,COG0215@2|Bacteria,2G3JG@200783|Aquificae	200783|Aquificae	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
OG0000743.UP000321408_QEE15247.1	760011.Spico_0376	1.02e-174	503.0	COG2270@1|root,COG2270@2|Bacteria,2J9X6@203691|Spirochaetes	203691|Spirochaetes	S	Vacuole effluxer Atg22 like	-	-	-	ko:K06902	ko04138,map04138	-	-	-	ko00000,ko00001,ko02000,ko04131	2.A.1.24,9.A.15.1	-	-	ATG22
OG0000744.UP000321408_QEE15253.1	665571.STHERM_c06110	1.93e-120	364.0	COG2461@1|root,COG2461@2|Bacteria,2J7GM@203691|Spirochaetes	203691|Spirochaetes	S	PAS domain	-	-	-	ko:K09155	-	-	-	-	ko00000	-	-	-	DUF1858,DUF438,Hemerythrin,PAS_10
OG0000746.UP000321408_QEE15258.1	1121344.JHZO01000003_gene1101	1.01e-168	493.0	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,24DUS@186801|Clostridia	186801|Clostridia	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	-	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyr_redox_2,Pyr_redox_dim
OG0000747.UP000321408_QEE15265.1	368408.Tpen_1035	6.9e-72	234.0	arCOG01917@1|root,arCOG01917@2157|Archaea,2XSQD@28889|Crenarchaeota	28889|Crenarchaeota	S	SMART zinc finger, RanBP2-type	-	-	-	-	-	-	-	-	-	-	-	-	Band_7_1,UPF0547,zinc_ribbon_2
OG0000748.UP000321408_QEE15266.1	1304875.JAFZ01000002_gene391	2.54e-34	125.0	COG1528@1|root,COG1528@2|Bacteria,3TB3G@508458|Synergistetes	508458|Synergistetes	P	Iron-storage protein	-	-	1.16.3.2	ko:K02217	-	-	-	-	ko00000,ko01000	-	-	-	Ferritin
OG0000749.UP000321408_QEE15267.1	1047013.AQSP01000144_gene918	4.09e-34	118.0	COG0425@1|root,COG0425@2|Bacteria	2|Bacteria	O	sulfur carrier activity	tusA	GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0019725,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0042592,GO:0043170,GO:0043412,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048878,GO:0051186,GO:0051188,GO:0051189,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0090407,GO:0097163,GO:0140104,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.14,2.8.1.7	ko:K00549,ko:K04085,ko:K04487,ko:K08363	ko00270,ko00450,ko00730,ko01100,ko01110,ko01230,ko04122,map00270,map00450,map00730,map01100,map01110,map01230,map04122	M00017	R04405,R07460,R09365,R11528,R11529	RC00035,RC00113,RC01241,RC01789,RC02313	ko00000,ko00001,ko00002,ko01000,ko02000,ko02048,ko03016,ko03029	1.A.72.1	-	-	DUF2249,Rhodanese,TusA
OG0000750.UP000321408_QEE15268.1	1047013.AQSP01000144_gene917	2.46e-60	187.0	COG2044@1|root,COG2044@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K07092	-	-	-	-	ko00000	-	-	-	DrsE,DrsE_2
OG0000751.UP000321408_QEE15270.1	1047013.AQSP01000144_gene915	3.07e-94	285.0	COG0492@1|root,COG0822@1|root,COG0492@2|Bacteria,COG0822@2|Bacteria,2NPRS@2323|unclassified Bacteria	2|Bacteria	C	NifU-like N terminal domain	-	-	-	ko:K04488	-	-	-	-	ko00000	-	-	-	FAD_binding_2,FAD_oxidored,FeS_assembly_P,NifU_N,Pyr_redox_2,cNMP_binding
OG0000752.UP000321408_QEE15282.1	1265505.ATUG01000002_gene983	4.28e-60	191.0	COG1592@1|root,COG1592@2|Bacteria,1R9WG@1224|Proteobacteria,42RFX@68525|delta/epsilon subdivisions,2WN92@28221|Deltaproteobacteria,2MJZ5@213118|Desulfobacterales	28221|Deltaproteobacteria	C	PFAM Rubrerythrin	-	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
OG0000753.UP000321408_QEE15283.1	484019.THA_1590	2.32e-35	125.0	COG2033@1|root,COG2033@2|Bacteria	2|Bacteria	C	superoxide reductase activity	dfx	-	1.15.1.2	ko:K05919	-	-	-	-	ko00000,ko01000	-	-	-	Desulfoferrod_N,Desulfoferrodox
OG0000754.UP000321408_QEE15287.1	877455.Metbo_2450	9.71e-119	349.0	COG1013@1|root,arCOG01599@2157|Archaea,2XTW2@28890|Euryarchaeota,23PWY@183925|Methanobacteria	183925|Methanobacteria	C	TIGRFAM 2-oxoacid acceptor oxidoreductase, beta subunit, pyruvate 2-ketoisovalerate	-	-	1.2.7.11,1.2.7.3	ko:K00175	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00009,M00011,M00173,M00620	R01196,R01197	RC00004,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	PFO_beta_C,TPP_enzyme_C
OG0000755.UP000321408_QEE15289.1	877411.JMMA01000002_gene2102	5.67e-22	85.9	COG1773@1|root,COG1773@2|Bacteria,1VEQC@1239|Firmicutes,24QUV@186801|Clostridia	186801|Clostridia	C	rubredoxin	rub	-	1.18.1.1	ko:K05297	ko00071,map00071	-	R02000	-	ko00000,ko00001,ko01000	-	-	-	Rubredoxin
OG0000757.UP000321408_QEE15293.1	665952.HMPREF1015_02341	6.29e-141	435.0	COG1331@1|root,COG1331@2|Bacteria,1TPRD@1239|Firmicutes,4H9ZS@91061|Bacilli,1ZCEN@1386|Bacillus	91061|Bacilli	O	COG1331 Highly conserved protein containing a thioredoxin domain	yyaL	-	-	ko:K06888	-	-	-	-	ko00000	-	-	-	GlcNAc_2-epim,Glyco_hydro_9,Thioredox_DsbH
OG0000758.UP000321408_QEE15294.1	373903.Hore_15950	1.84e-66	208.0	COG0778@1|root,COG0778@2|Bacteria,1V49Q@1239|Firmicutes,24IH8@186801|Clostridia	186801|Clostridia	C	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
OG0000761.UP000321408_QEE15312.1	1094980.Mpsy_2939	1.24e-99	303.0	COG2048@1|root,arCOG00338@2157|Archaea,2XTWJ@28890|Euryarchaeota,2N93S@224756|Methanomicrobia	224756|Methanomicrobia	C	CoB--CoM heterodisulfide reductase subunit B	hdrB-2	-	1.8.7.3,1.8.98.4,1.8.98.5,1.8.98.6	ko:K03389	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04540,R11928,R11931,R11943,R11944	RC00011	ko00000,ko00001,ko00002,ko01000	-	-	-	CCG
OG0000763.UP000321408_QEE15321.1	573064.Mefer_1123	2.05e-98	298.0	COG2048@1|root,arCOG00338@2157|Archaea,2XTWJ@28890|Euryarchaeota,23Q3U@183939|Methanococci	183939|Methanococci	C	heterodisulfide reductase, subunit B	hdrB2	-	1.8.7.3,1.8.98.4,1.8.98.5,1.8.98.6	ko:K03389	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04540,R11928,R11931,R11943,R11944	RC00011	ko00000,ko00001,ko00002,ko01000	-	-	-	CCG
OG0000765.UP000321408_QEE15332.1	1408439.JHXW01000002_gene706	1.23e-89	286.0	COG0066@1|root,COG0473@1|root,COG0066@2|Bacteria,COG0473@2|Bacteria,37872@32066|Fusobacteria	32066|Fusobacteria	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	-	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
OG0000770.UP000321408_QEE15344.1	397948.Cmaq_0704	7.07e-20	87.8	COG0200@1|root,arCOG00779@2157|Archaea	2157|Archaea	J	Binds to the 23S rRNA	rpl15	GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
OG0000771.UP000321408_QEE15345.1	1343739.PAP_01820	8.96e-38	135.0	COG1841@1|root,arCOG04086@2157|Archaea,2XWGP@28890|Euryarchaeota,243IZ@183968|Thermococci	183968|Thermococci	J	Ribosomal protein L30	rpl30	GO:0000463,GO:0000470,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02907	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L30
OG0000772.UP000321408_QEE15346.1	933801.Ahos_0864	2.74e-80	246.0	COG0098@1|root,arCOG04087@2157|Archaea,2XPK9@28889|Crenarchaeota	28889|Crenarchaeota	J	With S4 and S12 plays an important role in translational accuracy	rps5	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
OG0000773.UP000321408_QEE15347.1	69014.TK1522	1.19e-47	161.0	COG0256@1|root,arCOG04088@2157|Archaea,2XTWT@28890|Euryarchaeota,243VI@183968|Thermococci	183968|Thermococci	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	rpl18	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02881	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L18_c,Ribosomal_L5e
OG0000774.UP000321408_QEE15348.1	1183377.Py04_1688	2.35e-44	149.0	COG2147@1|root,arCOG04089@2157|Archaea,2XWU1@28890|Euryarchaeota,243Y0@183968|Thermococci	183968|Thermococci	J	Binds to the 23S rRNA	rpl19e	-	-	ko:K02885	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19e
OG0000775.UP000321408_QEE15350.1	877455.Metbo_0791	3.65e-51	169.0	COG0097@1|root,arCOG04090@2157|Archaea,2XTIS@28890|Euryarchaeota,23PAC@183925|Methanobacteria	183925|Methanobacteria	J	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	rpl6	-	-	ko:K02933	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6
OG0000776.UP000321408_QEE15351.1	529709.PYCH_01530	2.91e-50	163.0	COG0096@1|root,arCOG04091@2157|Archaea,2XWMU@28890|Euryarchaeota,2440K@183968|Thermococci	183968|Thermococci	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rps8	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
